account_id,account_type,bot_type,is_bot,followers_count,friends_count,statuses_count,listed_count,favourites_count,account_age_days,tweets_per_day,follower_friend_ratio,timing_regularity,burst_score,url_ratio,retweet_ratio,hashtag_density,mention_ratio,linguistic_consistency,engagement_rate,network_clustering,profile_completeness,name_entropy,coordinated_score,has_profile_image,has_geo_enabled,has_url_in_profile,is_verified
ACC05385,genuine,genuine,0,857,94,6288,229,325,2280,2.7579,9.0211,0.353,0.6709,0.6037,0.6712,0.4156,0.1764,0.0899,0.8409,0.2449,0.3,3.989,0.0339,1,0,0,0
ACC05386,genuine,genuine,0,394,255,7808,80,1369,1570,4.9732,1.5391,0.2919,0.4126,0.657,0.1635,0.3107,0.2242,0.3527,0.5808,0.0428,0.3,3.8246,0.0776,1,0,0,0
ACC05387,spambot_3,spambot3,1,3584,1647,9593,3,1781,3069,3.1258,2.1748,0.2693,0.8754,0.1538,0.3931,0.9361,0.3807,0.2322,0.0985,0.431,0.5,3.7213,0.8164,1,1,0,0
ACC05388,genuine,genuine,0,5655,1257,15262,88,1737,1347,11.3304,4.4952,0.1229,0.0781,0.0296,0.8201,0.2999,0.323,0.3107,0.0988,0.4911,0.5,2.4706,0.1961,1,1,0,0
ACC05389,spambot_3,spambot3,1,1803,1199,36981,5,256,1131,32.6976,1.5025,0.4777,0.4076,0.3874,0.4589,0.7128,0.3676,0.6037,0.0795,0.7378,0.55,3.9246,0.3305,1,0,1,0
ACC05390,genuine,genuine,0,1444,397,1767,5,466,2889,0.6116,3.6281,0.5583,0.4098,0.2501,0.237,0.4238,0.3051,0.307,0.2057,0.6947,0.3,3.2152,0.1835,1,0,0,0
ACC05391,spambot_3,spambot3,1,1205,6853,12743,2,1631,2761,4.6154,0.1758,0.6859,0.3935,0.6827,0.6975,0.7211,0.7311,0.6507,0.0219,0.8652,0.3,2.9564,0.5211,1,0,0,0
ACC05392,spambot_1,spambot1,1,7,122,1066,0,3,2051,0.5197,0.0569,0.6694,0.6986,0.9083,0.768,0.9344,0.669,0.901,0.0388,0.8121,0.5,4.9235,0.8173,1,1,0,0
ACC05393,genuine,genuine,0,1017,280,42512,68,5058,2131,19.9493,3.6192,0.3766,0.1779,0.4329,0.4354,0.1962,0.1617,0.0813,0.776,0.1337,0.5,4.7523,0.0607,1,1,0,0
ACC05394,genuine,genuine,0,6675,1368,5724,3,19000,753,7.6016,4.8758,0.2162,0.2611,0.1987,0.0484,0.3989,0.5191,0.3276,0.0738,0.1467,0.55,3.5158,0.3021,1,0,1,0
ACC05395,genuine,genuine,0,5310,1609,17066,11,1738,2272,7.5114,3.2981,0.1907,0.2865,0.1483,0.3961,0.4487,0.6233,0.3114,0.1338,0.2142,0.55,2.5653,0.1041,1,0,1,0
ACC05396,spambot_3,spambot3,1,1413,535,2247,23,493,1988,1.1303,2.6362,0.6722,0.6924,0.5773,0.8226,0.6677,0.1863,0.6865,0.014,0.8253,0.3,3.2607,0.9069,1,0,0,0
ACC05397,genuine,genuine,0,1984,257,11378,9,3959,2584,4.4033,7.6899,0.2316,0.1681,0.5637,0.0184,0.1916,0.4735,0.1327,0.0896,0.3666,0.3,3.1412,0.0431,1,0,0,0
ACC05398,spambot_1,spambot1,1,19,158,6823,0,6,1236,5.5202,0.1195,0.8896,0.418,0.9485,0.7826,0.9753,0.4474,0.968,0.0473,0.7123,0.3,3.8526,0.7451,1,0,0,0
ACC05399,genuine,genuine,0,3446,441,7696,50,3158,1241,6.2015,7.7964,0.2645,0.3253,0.0263,0.6191,0.1076,0.4901,0.1639,0.1826,0.5585,0.55,3.5134,0.1289,1,0,1,0
ACC05400,genuine,genuine,0,261,401,1386,85,552,2174,0.6375,0.6493,0.4649,0.3042,0.1894,0.5847,0.2667,0.1475,0.1753,0.0219,0.2542,0.5,3.5862,0.2513,1,1,0,0
ACC05401,genuine,genuine,0,4613,66,39569,222,1107,1496,26.4499,68.8507,0.2921,0.259,0.3292,0.4708,0.176,0.274,0.0356,0.1196,0.132,0.75,3.5303,0.1029,1,1,1,0
ACC05402,genuine,genuine,0,839,1722,2579,28,68137,2033,1.2686,0.4869,0.2031,0.1443,0.4783,0.5703,0.1498,0.3971,0.2719,0.4361,0.2232,0.75,3.6399,0.0542,1,1,1,0
ACC05403,genuine,genuine,0,6694,1443,13628,153,3818,1200,11.3567,4.6357,0.0801,0.1524,0.1989,0.1654,0.3365,0.2727,0.0207,0.9881,0.0177,0.3,3.1623,0.2301,1,0,0,0
ACC05404,genuine,genuine,0,633,1376,10026,56,981,3779,2.6531,0.4597,0.3475,0.4955,0.3242,0.3051,0.1988,0.541,0.2653,0.4206,0.2231,0.55,4.2085,0.011,1,0,1,0
ACC05405,genuine,genuine,0,578,1395,3040,1645,4441,2066,1.4714,0.414,0.3534,0.0455,0.2373,0.208,0.0625,0.5672,0.2484,0.4925,0.155,0.5,2.4895,0.0432,1,1,0,0
ACC05406,spambot_3,spambot3,1,223,2591,481,202,8868,2244,0.2143,0.086,0.2944,0.5275,0.6871,0.7182,0.3357,0.4791,0.4509,0.0194,0.5959,0.55,4.7045,0.9238,1,0,1,0
ACC05407,spambot_1,spambot1,1,46,25,1119,19,82,1676,0.6677,1.7692,0.8326,0.8462,0.9242,0.9055,0.8088,0.5832,0.9003,0.0213,0.5618,0.3,4.0281,0.6073,1,0,0,0
ACC05408,genuine,genuine,0,1093,645,9692,37,2176,1526,6.3512,1.692,0.3741,0.3221,0.3815,0.2157,0.0506,0.0913,0.1096,0.0573,0.4792,0.3,3.7127,0.0435,1,0,0,0
ACC05409,genuine,genuine,0,5178,274,7423,15,10365,2248,3.302,18.8291,0.2784,0.0543,0.0844,0.0296,0.1795,0.3126,0.1001,0.0461,0.2673,0.75,3.4926,0.2129,1,1,1,0
ACC05410,genuine,genuine,0,3765,203,668,325,6018,2875,0.2323,18.4559,0.4237,0.4643,0.2159,0.475,0.3524,0.34,0.0415,3.2605,0.5847,0.5,2.8023,0.207,1,1,0,0
ACC05411,genuine,genuine,0,5251,13,20288,40,13383,3581,5.6655,375.0714,0.3438,0.227,0.2333,0.4361,0.2613,0.3202,0.5648,0.1925,0.2369,0.55,3.1449,0.1025,1,0,1,0
ACC05412,spambot_3,spambot3,1,440,636,6966,7,1023,2854,2.4408,0.6907,0.7429,0.2657,0.9269,0.5558,0.704,0.2988,0.3218,0.2908,0.3707,0.5,3.8001,0.754,1,1,0,0
ACC05413,genuine,genuine,0,1657,1065,4362,35,2931,2736,1.5943,1.5544,0.3548,0.2786,0.2553,0.2687,0.1398,0.241,0.3215,0.6569,0.0248,0.3,2.8269,0.0629,1,0,0,0
ACC05414,spambot_1,spambot1,1,39,46,11547,0,2,1608,7.181,0.8298,0.7047,0.7108,0.947,0.8166,0.9326,0.6259,0.7743,0.1103,0.8171,0.25,3.6018,0.8411,0,0,1,0
ACC05415,genuine,genuine,0,131,460,16600,22,990,868,19.1244,0.2842,0.6249,0.1494,0.3971,0.1858,0.1572,0.0661,0.7064,0.1016,0.4678,0.55,2.9122,0.0866,1,0,1,0
ACC05416,spambot_2,spambot2,1,111,85,3507,22,323,1503,2.3333,1.2907,0.2372,0.5212,0.786,0.741,0.9086,0.9452,0.6797,0.0358,0.4675,0.5,3.6371,0.9553,1,1,0,0
ACC05417,genuine,genuine,0,35783,421,4166,16,1396,2973,1.4013,84.7938,0.2146,0.3436,0.2444,0.341,0.2273,0.5082,0.3859,0.2082,0.0741,0.75,4.2219,0.0233,1,1,1,0
ACC05418,genuine,genuine,0,2529,261,21735,243,1370,2564,8.477,9.6527,0.1414,0.1262,0.1159,0.3365,0.4024,0.1718,0.0317,0.4211,0.2663,0.5,2.6464,0.1491,1,1,0,0
ACC05419,genuine,genuine,0,37,237,3418,503,15866,2447,1.3968,0.1555,0.1904,0.0201,0.1445,0.1893,0.2295,0.3503,0.0449,0.0514,0.6163,0.5,3.5465,0.0818,1,1,0,0
ACC05420,genuine,genuine,0,6749,1550,21732,22,19564,1876,11.5842,4.3514,0.4221,0.0318,0.2941,0.1662,0.2788,0.313,0.0585,0.5364,0.1824,0.3,3.0477,0.006,1,0,0,0
ACC05421,genuine,genuine,0,558,813,2998,11,231,1327,2.2592,0.6855,0.3114,0.3749,0.4819,0.1416,0.4837,0.3465,0.0685,0.633,0.5407,0.3,2.8761,0.3079,1,0,0,0
ACC05422,spambot_2,spambot2,1,806,188,17871,4,4923,2170,8.2355,4.2646,0.7414,0.6858,0.3757,0.6394,0.5314,0.7809,0.627,0.1271,0.9073,0.3,4.2526,0.9076,1,0,0,0
ACC05423,genuine,genuine,0,961,313,2518,144,771,2429,1.0366,3.0605,0.1365,0.5268,0.1158,0.3989,0.1922,0.2546,0.0767,0.9184,0.2823,0.5,2.8582,0.1074,1,1,0,0
ACC05424,genuine,genuine,0,185,1029,10839,53,2273,404,26.8292,0.1796,0.3309,0.2969,0.5274,0.3487,0.4102,0.5087,0.0904,0.2023,0.2264,0.75,2.7252,0.2807,1,1,1,0
ACC05425,genuine,genuine,0,923,253,5911,8,657,3258,1.8143,3.6339,0.0313,0.173,0.1744,0.1423,0.2234,0.0918,0.1828,0.4303,0.1227,0.55,1.0511,0.0137,1,0,1,0
ACC05426,genuine,genuine,0,1618,2424,912,113,2190,1870,0.4877,0.6672,0.6715,0.2664,0.3928,0.2568,0.1508,0.0978,0.1191,0.7883,0.3552,0.5,3.091,0.1189,1,1,0,0
ACC05427,genuine,genuine,0,2223,164,31736,6,2977,1060,29.9396,13.4727,0.4695,0.197,0.2064,0.2855,0.2596,0.1624,0.1883,0.1303,0.3679,0.5,3.4554,0.3791,1,1,0,0
ACC05428,spambot_1,spambot1,1,28,118,5278,0,5,1676,3.1492,0.2353,0.7754,0.827,0.8585,0.9246,0.6352,0.2773,0.8066,0.0121,0.4309,0.0,4.8509,0.7673,0,0,0,0
ACC05429,spambot_3,spambot3,1,9454,534,1077,4,3130,2591,0.4157,17.671,0.5833,0.634,0.467,0.3962,0.826,0.6858,0.3176,0.0083,0.3102,0.0,2.5052,0.5972,0,0,0,0
ACC05430,spambot_2,spambot2,1,62,714,64227,25,68,2141,29.9986,0.0867,0.3309,0.674,0.686,0.6596,0.8966,0.9247,0.4209,0.0365,0.8201,0.3,3.877,0.7898,1,0,0,0
ACC05431,spambot_1,spambot1,1,280,72,5133,0,15,2313,2.2192,3.8356,0.6883,0.7631,0.94,0.8026,0.5979,0.241,0.9708,0.0179,0.5047,0.3,4.7612,0.6499,1,0,0,0
ACC05432,spambot_2,spambot2,1,644,425,3572,11,172,2015,1.7727,1.5117,0.7869,0.5857,0.7719,0.5097,0.5395,0.7086,0.6011,0.0535,0.7928,0.3,3.9056,0.7359,1,0,0,0
ACC05433,genuine,genuine,0,3855,4579,5179,81,802,3855,1.3435,0.8417,0.1412,0.2291,0.1054,0.3518,0.0516,0.1434,0.142,0.1059,0.4282,0.3,2.845,0.103,1,0,0,0
ACC05434,spambot_2,spambot2,1,17,175,752,1,214,1565,0.4805,0.0966,0.3772,0.8107,0.8747,0.2624,0.8418,0.9046,0.664,0.4162,0.7584,0.55,2.789,0.8991,1,0,1,0
ACC05435,genuine,genuine,0,12942,1330,2357,11,2924,2348,1.0038,9.7235,0.2359,0.1486,0.3226,0.2835,0.1163,0.2616,0.3992,0.4993,0.5831,0.55,2.8785,0.0424,1,0,1,0
ACC05436,genuine,genuine,0,10547,370,13236,16,11826,3065,4.3184,28.4286,0.0547,0.1331,0.1754,0.4764,0.484,0.066,0.5888,0.3257,0.1974,0.3,2.7563,0.1438,1,0,0,0
ACC05437,genuine,genuine,0,5574,696,5669,53,11565,1577,3.5948,7.9971,0.0393,0.1424,0.3057,0.1661,0.3122,0.1924,0.0703,0.4574,0.1134,0.75,2.6937,0.0237,1,1,1,0
ACC05438,genuine,genuine,0,2009,1747,19442,202,20332,1868,10.4079,1.1493,0.2926,0.2593,0.4924,0.5801,0.3694,0.2381,0.2189,0.1102,0.1602,0.75,3.062,0.3367,1,1,1,0
ACC05439,genuine,genuine,0,5889,113,15836,529,549,1711,9.2554,51.6579,0.2125,0.5255,0.3427,0.2238,0.1801,0.3028,0.4127,0.2593,0.2456,0.55,3.1211,0.1936,1,0,1,0
ACC05440,spambot_3,spambot3,1,723,2583,3174,6,834,2288,1.3872,0.2798,0.4209,0.2679,0.5143,0.4528,0.8179,0.4932,0.4788,0.0145,0.2311,0.5,4.3412,0.7602,1,1,0,0
ACC05441,spambot_1,spambot1,1,5,16,6510,0,4,1314,4.9543,0.2941,0.6844,0.9229,0.9304,0.8753,0.5234,0.7248,0.8067,0.0118,0.7489,0.3,3.8682,0.9377,1,0,0,0
ACC05442,spambot_1,spambot1,1,218,25,14699,0,22,1762,8.3422,8.3846,0.883,0.9029,0.977,0.8118,0.6912,0.8945,0.8435,0.0569,0.7359,0.25,4.2088,0.7757,0,0,1,0
ACC05443,spambot_1,spambot1,1,15,49,2045,0,5,1346,1.5193,0.3,0.6914,0.8708,0.8691,0.8212,0.8145,0.405,0.8965,0.1685,0.9502,0.75,4.8565,0.7882,1,1,1,0
ACC05444,genuine,genuine,0,262,153,4766,259,1907,3243,1.4696,1.7013,0.3877,0.6123,0.4567,0.2931,0.2886,0.2258,0.0991,0.301,0.0783,0.75,2.3198,0.2461,1,1,1,0
ACC05445,genuine,genuine,0,71,610,15196,744,2322,3041,4.997,0.1162,0.2504,0.1784,0.083,0.5033,0.1961,0.3337,0.1846,0.2464,0.273,0.3,3.0556,0.1011,1,0,0,0
ACC05446,genuine,genuine,0,293,546,27767,35,3620,3586,7.7432,0.5356,0.0783,0.3138,0.6049,0.122,0.1632,0.39,0.311,0.2243,0.2905,0.75,3.3102,0.0445,1,1,1,0
ACC05447,spambot_1,spambot1,1,11,37,4878,0,39,2084,2.3407,0.2895,0.7475,0.7133,0.718,0.9286,0.8288,0.6202,0.5893,0.0282,0.9525,0.3,3.8718,0.976,1,0,0,0
ACC05448,spambot_1,spambot1,1,72,20,10070,0,24,2080,4.8413,3.4286,0.9136,0.611,0.9652,0.5478,0.8118,0.4584,0.8087,0.0366,0.8965,0.3,4.0213,0.7671,1,0,0,0
ACC05449,spambot_1,spambot1,1,47,131,4452,0,3,999,4.4565,0.3561,0.8141,0.7659,0.9987,0.8683,0.9516,0.3579,0.9725,0.0614,0.7794,0.3,4.7717,0.9447,1,0,0,0
ACC05450,genuine,genuine,0,268,1279,15868,123,3133,1726,9.1935,0.2094,0.5008,0.0777,0.107,0.2799,0.2083,0.1401,0.367,1.2885,0.5143,0.55,3.439,0.0122,1,0,1,0
ACC05451,spambot_3,spambot3,1,1304,465,5096,0,213,1958,2.6027,2.7983,0.2951,0.3476,0.4787,0.4378,0.6603,0.5713,0.6866,0.03,0.6656,0.0,3.1064,0.7631,0,0,0,0
ACC05452,genuine,genuine,0,463,320,9729,30,1415,1445,6.7329,1.4424,0.1398,0.3154,0.1548,0.1653,0.1861,0.3687,0.4303,0.2231,0.2696,0.5,1.6626,0.1323,1,1,0,0
ACC05453,genuine,genuine,0,1423,1433,1006,62,1019,2025,0.4968,0.9923,0.2567,0.494,0.2883,0.389,0.12,0.1615,0.6065,0.1219,0.1133,0.0,2.6149,0.2674,0,0,0,0
ACC05454,spambot_1,spambot1,1,91,112,6212,3,8,1280,4.8531,0.8053,0.8768,0.7928,0.6282,0.9755,0.4921,0.8571,0.9115,0.1702,0.6939,0.3,5.2132,0.8772,1,0,0,0
ACC05455,genuine,genuine,0,1997,1309,3522,14,4050,1401,2.5139,1.5244,0.2069,0.4532,0.2615,0.1074,0.1338,0.328,0.1872,2.6928,0.5429,0.55,3.4291,0.0152,1,0,1,0
ACC05456,genuine,genuine,0,827,1441,62955,35,1373,1932,32.5854,0.5735,0.1969,0.2662,0.3967,0.5511,0.0567,0.3074,0.2507,0.7535,0.3784,0.3,2.7518,0.018,1,0,0,0
ACC05457,genuine,genuine,0,1216,1627,3468,3,1848,2293,1.5124,0.7469,0.2748,0.2069,0.2625,0.3701,0.224,0.0671,0.1349,0.1978,0.0193,0.3,2.8143,0.009,1,0,0,0
ACC05458,spambot_1,spambot1,1,17,45,3031,0,4,2211,1.3709,0.3696,0.6685,0.7834,0.6288,0.8302,0.7494,0.8408,0.7857,0.562,0.9329,0.3,5.6607,0.8109,1,0,0,0
ACC05459,genuine,genuine,0,3174,1819,3690,5,666,2691,1.3712,1.744,0.3719,0.0537,0.0936,0.1646,0.0876,0.0394,0.1732,0.5153,0.3695,0.75,2.0002,0.0621,1,1,1,0
ACC05460,genuine,genuine,0,551,6661,5075,651,971,1421,3.5714,0.0827,0.0832,0.6641,0.0147,0.2177,0.2853,0.4385,0.2072,0.1083,0.3285,0.5,3.3686,0.2933,1,1,0,0
ACC05461,genuine,genuine,0,535,34,2252,8,4288,2102,1.0714,15.2857,0.1336,0.2336,0.0548,0.0871,0.0574,0.7555,0.48,0.1432,0.2677,0.75,3.2627,0.3789,1,1,1,0
ACC05462,spambot_3,spambot3,1,200,726,1001,3,691,2248,0.4453,0.2751,0.4768,0.5782,0.6975,0.2159,0.3212,0.3108,0.6696,0.1131,0.6752,0.3,2.7449,0.7965,1,0,0,0
ACC05463,genuine,genuine,0,1506,242,2230,347,1139,2015,1.1067,6.1975,0.514,0.4139,0.3258,0.4894,0.3069,0.4534,0.3302,0.2882,0.1369,0.2,3.6486,0.0873,0,1,0,0
ACC05464,genuine,genuine,0,2494,965,10105,8,2925,3381,2.9888,2.5818,0.2492,0.0639,0.0482,0.2179,0.1563,0.6178,0.0363,0.428,0.4804,0.55,2.8222,0.2191,1,0,1,0
ACC05465,genuine,genuine,0,2289,393,17966,154,1949,3109,5.7787,5.8096,0.1878,0.3574,0.1569,0.2527,0.3227,0.1216,0.197,0.071,0.2567,0.55,3.1502,0.003,1,0,1,0
ACC05466,genuine,genuine,0,10304,248,6172,50,2126,2255,2.737,41.3815,0.2687,0.2513,0.2441,0.6192,0.1469,0.3083,0.0711,0.051,0.356,0.3,2.8261,0.1245,1,0,0,0
ACC05467,genuine,genuine,0,6662,825,1350,5,4021,1404,0.9615,8.0654,0.5056,0.395,0.246,0.5785,0.3568,0.0592,0.4286,0.2515,0.3457,0.75,2.7936,0.1217,1,1,0,1
ACC05468,genuine,genuine,0,3445,526,12262,45,1102,1722,7.1208,6.537,0.2134,0.5402,0.2647,0.1802,0.2119,0.0734,0.5999,0.2288,0.2677,0.3,3.872,0.2082,1,0,0,0
ACC05469,genuine,genuine,0,706,1868,9375,345,511,2499,3.7515,0.3777,0.1612,0.4417,0.577,0.2813,0.0912,0.2145,0.1601,0.0806,0.4686,0.75,2.1651,0.055,1,1,1,0
ACC05470,genuine,genuine,0,8860,633,17286,15,1904,2651,6.5206,13.9748,0.5014,0.1802,0.0983,0.2637,0.1485,0.3395,0.2313,0.198,0.3659,0.3,4.4352,0.2238,1,0,0,0
ACC05471,genuine,genuine,0,19801,996,2301,3,12699,3020,0.7619,19.8606,0.2529,0.1182,0.1121,0.1178,0.2024,0.4557,0.1318,0.21,0.355,0.5,3.6302,0.0801,1,1,0,0
ACC05472,spambot_1,spambot1,1,55,236,2948,0,2,1351,2.1821,0.2321,0.917,0.7491,0.8497,0.8597,0.8291,0.5348,0.8914,0.1417,0.5079,0.3,3.5558,0.8054,1,0,0,0
ACC05473,genuine,genuine,0,3387,4110,7312,139,2272,1306,5.5988,0.8239,0.3135,0.3483,0.1847,0.2672,0.2819,0.3762,0.0917,0.4518,0.4258,0.5,3.1323,0.0858,1,1,0,0
ACC05474,genuine,genuine,0,958,115,10406,117,5045,1422,7.3179,8.2586,0.199,0.3098,0.5577,0.5471,0.3613,0.2147,0.2142,0.2604,0.5585,0.55,3.089,0.2425,1,0,1,0
ACC05475,spambot_3,spambot3,1,697,6185,15485,1,584,977,15.8495,0.1127,0.4516,0.3073,0.5252,0.6991,0.5526,0.5832,0.1066,0.0304,0.6111,0.75,4.1205,0.8846,1,1,1,0
ACC05476,genuine,genuine,0,339,463,21832,213,2012,2966,7.3608,0.7306,0.2224,0.0886,0.5821,0.4345,0.1394,0.4834,0.2034,0.0801,0.0479,0.75,3.7001,0.1248,1,1,1,0
ACC05477,genuine,genuine,0,1359,186,19225,47,52,1469,13.0871,7.2674,0.123,0.3136,0.5253,0.2221,0.4884,0.1715,0.1169,0.11,0.4636,0.55,2.5015,0.0497,1,0,1,0
ACC05478,spambot_1,spambot1,1,37,86,2111,1,33,1806,1.1689,0.4253,0.6541,0.6156,0.5187,0.7197,0.8237,0.3824,0.9723,0.0041,0.9106,0.0,3.9985,0.7547,0,0,0,0
ACC05479,spambot_3,spambot3,1,913,399,670,35,1338,1549,0.4325,2.2825,0.726,0.4042,0.6789,0.2829,0.4998,0.3185,0.6678,0.0521,0.6709,0.3,3.3084,0.5809,1,0,0,0
ACC05480,genuine,genuine,0,844,387,11489,22,2934,2623,4.3801,2.1753,0.6002,0.2958,0.1239,0.1048,0.2106,0.4284,0.5436,0.0876,0.351,0.55,3.9266,0.0327,1,0,1,0
ACC05481,genuine,genuine,0,3054,1209,5038,2,730,2238,2.2511,2.524,0.1838,0.2461,0.277,0.2047,0.0416,0.3948,0.2152,0.1689,0.3092,0.55,2.6901,0.0588,1,0,1,0
ACC05482,genuine,genuine,0,376,1657,2480,28,1913,2509,0.9884,0.2268,0.0405,0.1582,0.7211,0.0316,0.5004,0.5013,0.1995,0.076,0.1175,0.3,2.8849,0.2368,1,0,0,0
ACC05483,spambot_1,spambot1,1,51,683,344,0,2,2311,0.1489,0.0746,0.691,0.8417,0.9436,0.8107,0.725,0.5594,0.9843,0.1083,0.7999,0.0,4.7587,0.7187,0,0,0,0
ACC05484,genuine,genuine,0,3707,679,6553,356,955,3274,2.0015,5.4515,0.2134,0.0081,0.6044,0.8043,0.4073,0.0154,0.1552,0.1598,0.4389,0.75,4.2454,0.0086,1,1,1,0
ACC05485,genuine,genuine,0,1214,193,20396,5,2767,2292,8.8988,6.2577,0.2487,0.0735,0.5297,0.4941,0.1527,0.2335,0.3513,0.4182,0.2263,0.55,2.4054,0.2783,1,0,1,0
ACC05486,spambot_3,spambot3,1,4430,11414,28361,3,557,1755,16.1601,0.3881,0.446,0.3517,0.699,0.6337,0.4082,0.4515,0.6339,0.035,0.5046,0.3,2.4943,0.4552,1,0,0,0
ACC05487,genuine,genuine,0,935,435,11348,488,6205,3786,2.9974,2.1445,0.2679,0.4127,0.7012,0.5935,0.1384,0.3383,0.0381,3.9788,0.2819,0.3,3.8125,0.0766,1,0,0,0
ACC05488,genuine,genuine,0,776,194,15782,20,5423,3185,4.9551,3.9795,0.3849,0.6448,0.2232,0.0471,0.0987,0.2089,0.3312,0.656,0.2574,0.55,1.9632,0.1323,1,0,1,0
ACC05489,spambot_1,spambot1,1,67,179,17633,0,7,1528,11.5399,0.3722,0.8311,0.8785,0.9845,0.8657,0.8238,0.7885,0.5852,0.092,0.6409,0.3,4.6937,0.6269,1,0,0,0
ACC05490,genuine,genuine,0,12563,465,13606,9,9114,1775,7.6654,26.9592,0.2467,0.4707,0.2223,0.1633,0.1948,0.1215,0.4803,0.3538,0.5214,0.55,3.4129,0.0717,1,0,1,0
ACC05491,spambot_1,spambot1,1,288,64,2111,0,13,1886,1.1193,4.4308,0.7491,0.9357,0.9962,0.4943,0.8532,0.7886,0.9898,0.0611,0.8033,0.55,4.4546,0.6819,1,0,1,0
ACC05492,spambot_2,spambot2,1,501,72,274,1,80,2054,0.1334,6.863,0.431,0.5932,0.8794,0.688,0.8991,0.6853,0.7025,0.0976,0.7353,0.3,3.9004,0.8295,1,0,0,0
ACC05493,genuine,genuine,0,905,195,14418,84,801,1733,8.3197,4.6173,0.3769,0.0109,0.0482,0.0252,0.3858,0.4414,0.2876,0.508,0.4035,0.5,2.3231,0.0762,1,1,0,0
ACC05494,spambot_3,spambot3,1,1140,1233,4598,2,7126,2910,1.5801,0.9238,0.5504,0.1583,0.6465,0.5079,0.763,0.2454,0.7476,0.0263,0.6243,0.5,2.5798,0.5527,1,1,0,0
ACC05495,spambot_3,spambot3,1,169,2930,2194,14,1101,2053,1.0687,0.0577,0.0875,0.3125,0.4019,0.2359,0.6251,0.5387,0.7517,0.0891,0.3947,0.3,3.6641,0.6017,1,0,0,0
ACC05496,genuine,genuine,0,1165,193,5146,34,6241,3415,1.5069,6.0052,0.2437,0.2181,0.4563,0.1592,0.1341,0.5087,0.5161,0.0683,0.7404,0.5,2.406,0.0874,1,1,0,0
ACC05497,spambot_3,spambot3,1,741,4488,10610,30,1623,1112,9.5414,0.1651,0.7422,0.1856,0.5751,0.1527,0.5886,0.5041,0.5621,0.0294,0.8438,0.3,3.2581,0.6485,1,0,0,0
ACC05498,spambot_1,spambot1,1,203,21,1848,6,0,1413,1.3079,9.2273,0.9522,0.9617,0.8514,0.9201,0.9527,0.3498,0.8615,0.1117,0.744,0.0,4.6274,0.7894,0,0,0,0
ACC05499,spambot_3,spambot3,1,425,1303,3915,6,1775,1393,2.8105,0.3259,0.335,0.1641,0.6115,0.4163,0.7228,0.568,0.3904,0.0599,0.8148,0.0,3.1479,0.4632,0,0,0,0
ACC05500,genuine,genuine,0,11960,29,2945,2,432,3627,0.812,398.6667,0.3037,0.0929,0.256,0.5635,0.1601,0.101,0.3141,0.0948,0.1559,0.3,2.8705,0.1032,1,0,0,0
ACC05501,genuine,genuine,0,4206,1051,47011,6,827,2094,22.4503,3.9981,0.2271,0.6189,0.3347,0.4443,0.2023,0.2822,0.4324,0.0402,0.6787,0.5,3.849,0.1256,1,1,0,0
ACC05502,spambot_1,spambot1,1,7,23,4823,1,15,1372,3.5153,0.2917,0.7624,0.7538,0.9198,0.8706,0.9541,0.7001,0.8751,0.0342,0.7076,0.5,5.032,0.6129,1,1,0,0
ACC05503,spambot_1,spambot1,1,72,45,816,0,9,1871,0.4361,1.5652,0.8654,0.5877,0.956,0.4006,0.9364,0.7993,0.7509,0.0667,0.8426,0.3,4.9633,0.7837,1,0,0,0
ACC05504,genuine,genuine,0,5184,548,4510,9,8400,2012,2.2416,9.4426,0.4915,0.0804,0.5715,0.1274,0.1182,0.4666,0.1085,0.5982,0.7232,0.5,2.5129,0.1901,1,1,0,0
ACC05505,genuine,genuine,0,7108,253,2765,14,2016,1546,1.7885,27.9843,0.1135,0.5045,0.3113,0.7753,0.5166,0.0456,0.3566,0.0833,0.1138,0.8,2.7399,0.0355,1,0,1,1
ACC05506,spambot_1,spambot1,1,116,528,3869,0,5,745,5.1933,0.2193,0.6899,0.8026,0.9526,0.6914,0.8895,0.9082,0.9399,0.039,0.8059,0.3,4.2865,0.8212,1,0,0,0
ACC05507,genuine,genuine,0,425,1454,14567,46,5424,1164,12.5146,0.2921,0.1626,0.1197,0.3349,0.1959,0.1035,0.2954,0.2139,0.098,0.5539,0.3,2.8869,0.0622,1,0,0,0
ACC05508,spambot_3,spambot3,1,1069,1198,7490,18,521,1676,4.469,0.8916,0.5883,0.2705,0.7063,0.3798,0.3288,0.8405,0.2786,0.0761,0.529,0.55,3.9677,0.8035,1,0,1,0
ACC05509,spambot_1,spambot1,1,7,30,1688,0,1,1500,1.1253,0.2258,0.906,0.9714,0.9269,0.771,0.9346,0.8059,0.9737,0.0417,0.6049,0.0,3.9043,0.6736,0,0,0,0
ACC05510,genuine,genuine,0,75,863,5404,110,1318,2013,2.6846,0.0868,0.2767,0.1741,0.3684,0.0962,0.3464,0.5079,0.1307,0.0142,0.428,0.75,3.5445,0.0079,1,1,1,0
ACC05511,genuine,genuine,0,820,298,29560,74,4725,1444,20.4709,2.7425,0.1794,0.2829,0.3436,0.0726,0.0621,0.669,0.0366,0.0395,0.2653,0.0,3.0834,0.1028,0,0,0,0
